City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,puerto baquerizo moreno,-0.9,-89.6,25.26,74,100,6.11,EC,1684223019
331,brainerd,46.358,-94.2008,14.14,62,0,2.57,US,1684223019
332,colon,9.3592,-79.9014,25.2,87,100,3.91,PA,1684223020
333,shingu,33.7333,135.9833,24.04,59,0,0.65,JP,1684223020
334,limon,10.0,-83.0333,23.92,83,100,2.21,CR,1684223020
335,barra da estiva,-13.6261,-41.3269,17.05,92,23,1.53,BR,1684223020
336,beringovskiy,63.05,179.3167,-6.27,80,32,5.81,RU,1684223021
337,gushikawa,26.3544,127.8686,26.77,58,20,5.14,JP,1684223021
338,sawtell,-30.3833,153.1,18.01,77,53,5.66,AU,1684223021
339,maceio,-9.6658,-35.7353,22.69,100,20,1.54,BR,1684223022
340,noumea,-22.2763,166.4572,22.99,73,95,4.76,NC,1684223022
341,kushalgarh,23.199,74.4507,38.11,25,0,5.06,IN,1684223022
342,khorinsk,52.1657,109.7726,14.46,19,91,6.82,RU,1684223023
343,elliot lake,46.3834,-82.6331,7.54,79,14,2.91,CA,1684223023
344,conceicao do araguaia,-8.2578,-49.2647,22.51,97,100,0.37,BR,1684223023
345,sakakah,29.9697,40.2064,28.76,10,2,7.3,SA,1684223024
346,acapulco,16.8634,-99.8901,27.9,78,75,1.03,MX,1684222954
347,tignere,7.3667,12.65,25.46,61,94,1.18,CM,1684223024
348,puerto madero,14.7208,-92.4215,27.35,78,73,1.16,MX,1684223025
349,matane,48.8286,-67.522,5.6,79,47,5.67,CA,1684223025
350,rawson,-43.3002,-65.1023,17.57,39,100,6.71,AR,1684223025
351,mirpur sakro,24.5474,67.6277,34.26,51,0,10.48,PK,1684223025
352,parsabad,39.6482,47.9174,20.18,77,20,2.06,IR,1684223026
353,puerto escondido,15.85,-97.0667,27.83,74,23,2.44,MX,1684223026
354,esperantinopolis,-4.8667,-44.7083,22.8,99,98,0.55,BR,1684223026
355,sao joao da barra,-21.6403,-41.0511,18.38,88,17,3.24,BR,1684223026
356,zhuhai,22.2769,113.5678,30.48,89,40,4.12,CN,1684223027
357,los alamos,35.8881,-106.307,11.88,80,0,2.57,US,1684223027
358,talnakh,69.4865,88.3972,0.67,78,22,0.66,RU,1684223027
359,baruun-urt,46.6806,113.2792,12.07,35,85,4.28,MN,1684223028
360,meulaboh,4.1363,96.1285,30.09,65,74,2.63,ID,1684223028
361,kant,27.8,79.8,42.15,10,96,4.09,IN,1684222759
362,haines junction,60.7522,-137.5108,5.97,49,0,2.06,CA,1684223028
